country,pop,gdp,unemployment,primary,secondary,tertiary,mortality_infant_rate,life_expectancy,physician,basic_drinking_water,co2,forest_land,broadband,mobile,power,birth_rate,age_15_64,senior,hdi
St. Vincent and the Grenadines,108868,727714814.8,,110.5284805,106.3007507,24.35128021,15.7,72.01,,95.1452199,2.663776316,73.17948718,13.51815618,105.6549177,,15.011,66.8889685,8.970154601,1
Samoa,192220,756805940.2,8.72,107.8500214,93.86634064,,14.9,72.549,,91.10040438,1.092498179,58.14628975,1.051393968,55.41746219,,25.874,56.91261621,4.61708138,1
Sao Tome and Principe,195727,346528329.2,,103.9321365,75.03774261,9.724470139,27.8,69.052,,76.6172719,0.613098857,57.9375,0.562007286,65.65266928,,33.508,53.64410633,2.897913931,1
Saudi Arabia,30916603,7.5635E+11,5.72,119.0326691,,58.29673004,7.8,74.533,2.5654,99.38795125,17.36316244,0.454484135,,170.5718129,9401.485668,19.969,70.62653435,2.960752763,0
Senegal,14174740,19797254643,,85.57350159,50.25534821,10.71125984,37.5,66.37,,77.3330898,0.604596628,43.15254765,0.729198612,101.4461642,229.3516495,36.867,53.4072197,3.073213553,2
Serbia,7130576,47062206678,19.22,101.1311569,94.34441376,58.05496979,5.7,75.33658537,2.4611,93.00635014,5.430136359,31.07962497,16.74180777,131.3531175,4271.744667,9.3,67.2218558,16.41895425,0
Seychelles,91359,1343007845,3.84,105.5582199,79.15805817,6.506939888,12.6,73.22926829,,96.24196017,5.035081382,73.26086957,12.55320278,160.6283501,,17,69.70546091,7.259990447,2
Sierra Leone,7017153,5015157816,4.68,,,,94.9,52.372,,56.65253629,0.168159366,36.75888058,,67.78822393,,35.677,54.7819,3.018078,1
Singapore,5469724,3.14851E+11,3.74,,,,2.2,82.49512195,2.0125,100,8.128380884,23.58984485,26.67571059,146.6584963,8844.687593,9.8,78.36625208,8.721002833,0
Slovak Republic,5418649,1.00955E+11,13.18,99.76804352,90.67749023,52.68478012,5.2,76.81219512,3.4214,99.78675078,5.619481904,39.95386855,21.94251661,117.486212,5137.073835,10.2,71.15717774,13.65105715,3
Slovenia,2061980,49930685013,9.67,99.71508789,110.4854584,82.23113251,2.1,81.07804878,2.7628,99.5,6.38706486,61.95630586,26.88359013,112.522346,6727.999302,10.3,67.83371899,17.63207332,2
Solomon Islands,587079,1335538893,,113.4294281,,,19.6,71.896,,70.1311317,0.579138412,90.29481958,0.227396994,64.16444806,,33.766,56.00421749,3.495611323,3
South Africa,54544184,3.81199E+11,24.89,102.7049637,107.8041229,19.80924034,29,61.968,0.7541,91.44727967,8.213157978,14.23512682,3.128313254,145.3513872,4198.04612,22.113,65.69501101,4.952953189,0
South Sudan,10554882,13962212847,,,,,62.4,56.552,,41.27738534,0.144956618,11.32513374,0.000947429,27.24897867,43.58172834,36.509,53.80219387,3.413548993,1
Spain,46480882,1.3694E+12,24.44,107.1520386,123.3748703,85.4462738,2.8,83.22926829,3.1657,99.92694397,5.18406686,37.08444853,27.80150894,108.6115962,5355.987006,9.2,66.77511668,18.31927774,0
Sri Lanka,20778000,79356449841,4.19,101.3596573,,19.2456398,8,76.147,0.8364,89.41811478,0.847049764,33.86668793,2.730359091,106.4193583,531.0905766,16.849,66.07695953,8.994424853,3
Sudan,37977657,49516748618,,72.26756287,44.85091019,16.90434074,46.2,64.169,0.1903,57.52663359,0.403658393,10.48162009,0.054403043,73.19201515,256.7562291,33.728,54.74432531,3.406455717,1
Suriname,553278,5240606061,6.94,113.331192,73.34947968,,18.5,71.133,,95.30139306,4.771561493,97.82889744,8.386456596,167.6929834,3596.745217,19.537,65.28531123,6.52444634,0
Sweden,9696110,5.81964E+11,7.95,120.8581085,132.9421234,62.18059158,2.4,82.25365854,4.2037,99.75824575,4.03254501,68.74027154,33.85641403,127.0363865,13480.14822,11.9,63.52492553,19.39467182,1
Switzerland,8188649,7.34397E+11,4.83,103.4874268,,57.22972107,3.8,83.19756098,4.1171,100.000003,4.851838197,31.59408847,43.09024053,135.876155,7520.166025,10.4,67.41365649,17.80044655,3
Syrian Arab Republic,18710711,21239000398,,,,41.58042908,17.7,69.821,1.5513,93.34600506,1.446764904,2.810434025,2.67864754,75.03589254,974.5754718,25.438,62.19259653,3.843937304,3
Tajikistan,8252828,9112544556,,98.27899933,,24.70545959,33.6,69.874,2.1026,74.86489799,0.541632517,3.022206851,0.073914012,96.92550425,1499.485994,32.241,61.37762633,2.991566654,0
Tanzania,49960563,49964788814,2.12,86.78849792,30.74745941,4.849030018,42,62.288,0.0603,51.13105973,0.214569239,54.70986904,0.169333567,63.77561693,103.681778,38.302,52.67939045,2.535491945,0
Thailand,68438748,4.07339E+11,0.58,102.110878,120.3322983,50.18006134,9.7,75.747,,98.97793277,3.779437929,39.27146744,7.94871373,141.8728508,2538.795713,10.999,71.56619439,10.20536525,0
Timor-Leste,1174333,1447307100,,127.8435593,68.40023041,,44.7,68.197,0.6821,73.0004457,0.451320026,62.50840619,0.087539203,117.151723,,29.285,55.54984072,4.365464252,1
Togo,7137997,4574986537,,123.9458313,,11.28489971,52.1,59.58,,62.44262635,0.222751565,22.55984556,0.176660129,63.26861866,154.6652373,35.032,54.85194732,2.792070608,0
Tonga,101023,439878828,,115.7121582,96.47279358,,14.5,70.427,,98.51333869,1.088860952,12.43055556,1.781684286,67.30807301,,25.756,57.45634874,5.908263056,0
Trinidad and Tobago,1362337,27615843098,2.48,,,,18.1,72.768,,97.75326282,16.08999829,44.97348928,18.21183327,145.3791808,7092.958644,14.325,69.94021338,9.363780834,1
Tunisia,11063195,50271342086,,113.3336182,87.66381836,35.33420944,14.9,75.734,1.2769,94.24353435,2.605937977,4.464147786,5.129970973,129.1094051,1454.643076,18.874,68.80357683,7.551874001,2
Turkey,77229262,9.38953E+11,9.88,106.3129501,102.8709793,,11.9,76.172,1.756,96.09454032,4.410763371,27.96260021,11.48057285,93.08443422,2847.223893,16.94,66.43124466,7.700348687,1
Turkmenistan,5466324,43524210526,,,,7.965869904,36.1,67.552,2.2247,96.97195002,12.71238222,8.782159045,0.042075777,131.8270693,2678.765474,26.418,65.71857744,4.0349207,2
Uganda,36911530,32612397758,,,,4.836639881,40.9,60.669,,46.27957204,0.128415159,12.8935368,0.149541378,55.17502217,,41.564,49.863716,1.879480833,1
Ukraine,45272155,1.33503E+11,9.27,99.04093933,95.99926758,82.67118073,8.4,71.18658537,2.9923,93.58921377,5.248479998,16.6327746,9.30621027,144.2788474,3418.569317,10.8,69.38168271,15.62579608,0
United Arab Emirates,9214182,4.03137E+11,,103.0735168,,,6.8,77.095,1.9953,99.97133329,19.95185248,4.467755562,11.84873307,182.5342367,11088.34186,10.958,85.16720162,0.904703894,1
United Kingdom,64602298,3.08717E+12,6.11,102.2555466,126.3899002,56.5644989,3.9,81.30487805,2.7149,99.99999851,6.421598191,12.96160046,36.27131583,119.9282021,5130.390253,12,64.74006782,17.72802939,2
United States,318386329,1.75272E+13,6.17,99.67337799,96.92453766,88.6268692,5.9,78.84146341,2.574,99.35588121,16.02637907,33.86965942,30.69286505,111.5562164,12993.96558,12.5,66.31605798,14.2676996,3
Uruguay,3400439,57236013086,6.55,111.3333511,110.9885635,60.7204895,8,77.244,,98.99355776,1.911517895,10.75454234,24.71039008,161.658505,3085.189883,14.192,64.33033882,14.38344965,3
Uzbekistan,30757700,80845384375,5.1,98.47447205,92.0111618,8.103139877,21.8,70.671,2.3742,97.37537207,3.427109309,8.24974142,2.696508044,71.11984505,1645.441629,23.3,67.58389132,4.073825654,2
Vanuatu,263888,772315721.3,,,,,24.4,69.719,,89.28986064,0.606317832,36.28383921,1.731416358,59.13531498,,31.174,57.55055175,3.737949433,1
"Venezuela, RB",30042973,4.82359E+11,,101.3407135,92.75810242,,15.4,72.762,,94.74836987,6.269352903,53.1119551,7.988834525,101.6145342,2719.138349,19.394,65.05120266,6.179709009,0
Vietnam,91713850,1.86205E+11,1.26,110.329628,,30.71549988,17.4,75.056,0.783,92.42199387,1.837890351,44.91598671,6.542661911,148.4488188,1423.69991,17.315,70.42905015,6.549456959,1
"Yemen, Rep.",25823488,43228585321,13.47,,,,43,66.066,0.5251,54.75738079,1.034329677,1.039831809,1.316630966,66.2187927,219.7998969,32.735,56.15766811,2.772762855,1
Zambia,15399793,27141023558,,104.3319931,,,47.5,60.831,,60.5033361,0.311692501,61.80239175,0.133255081,65.68185874,717.3473046,38.645,51.42668198,2.064171273,0
Zimbabwe,13586710,19495519600,4.77,,,,44.2,58.41,0.124,65.45410818,0.894256225,45.80845289,1.120462817,86.83967351,609.124652,34.978,54.69261242,2.878534144,0
