country,pop,gdp,unemployment,primary,secondary,tertiary,mortality_infant_rate,life_expectancy,physician,basic_drinking_water,co2,forest_land,broadband,mobile,power,birth_rate,age_15_64,senior,hdi
Serbia,7095383,39655958843,17.66,101.3429184,96.66960907,58.28768921,5.5,75.28780488,2.4603,93.3864573,6.36470223,31.09455751,18.65687672,129.3835881,,9.3,66.87910488,16.95668372,0
Seychelles,93419,1377495054,4.15,104.3731079,81.44068909,14.38099003,12.7,74.29512195,,96.2508915,5.352230274,73.26086957,14.1295879,156.0824612,,17,69.55400198,7.240624145,2
Sierra Leone,7171909,4218723875,,116.0991287,39.05757904,,94.2,52.941,,57.84746516,0.131066917,36.48559158,,78.87713099,,35.055,55.09827642,2.987793774,2
Singapore,5535002,3.08004E+11,3.79,,,,2.2,82.74390244,,100,8.220412567,23.23187588,26.57653082,147.2259695,,9.7,78.32063578,9.047250504,0
Slovak Republic,5423801,88601289843,11.48,98.49299622,90.98053741,50.70005035,5.1,76.56341463,3.4438,99.78718913,5.669455793,39.96817936,23.43456881,122.8114558,,10.3,70.69512517,14.04706849,3
Slovenia,2063531,43090173395,8.96,99.9498291,110.3240891,80.26098633,2,80.77560976,2.8148,99.5,6.382264187,61.95823776,27.47326549,113.6504025,,10,67.31675711,18.01328602,2
Solomon Islands,603133,1307061544,,113.5938568,,,19,72.173,,69.32991889,0.51398282,90.26866738,0.235443147,70.41938725,,33.556,56.04740698,3.52252793,3
South Africa,55386369,3.4671E+11,25.15,105.5703888,109.4440765,22.26092911,28.5,62.649,0.7814,91.87634387,7.671201555,14.20512081,2.54457383,158.8829468,,21.719,65.67943877,5.029432604,0
South Sudan,10715657,11997800760,,72.98990631,11.00998974,,62.4,56.855,,41.24750946,0.183843137,11.32513372,0.001399821,27.05386827,,36.116,54.10255721,3.412034987,1
Spain,46444832,1.19512E+12,22.06,106.3639908,124.9606628,85.61177826,2.7,82.83170732,3.2166,99.92672046,5.517944386,37.12753247,29.01724261,109.4186042,,9,66.44684001,18.64683493,0
Sri Lanka,20970000,80604080689,4.52,101.6614685,,19.75836945,7.5,76.316,0.8624,90.11102857,0.970910825,34.39516585,2.993668413,114.308452,,16.609,65.8354277,9.391909624,3
Sudan,38902948,51726758677,,73.14597321,45.62371063,16.91901016,45.2,64.429,0.4073,58.95025332,0.457548873,10.3873888,0.072213033,71.81590856,,33.318,55.05227239,3.443810816,1
Suriname,559136,5126291451,7.22,115.803627,77.46790314,,18,71.249,1.0463,95.74769217,4.918302524,97.76711538,9.423528507,134.2157552,,19.292,65.48557346,6.609042767,0
Sweden,9799186,5.05104E+11,7.43,122.9374466,140.4367676,62.28247833,2.3,82.20487805,4.2856,99.78123103,4.000332272,68.69460607,35.80397237,129.4305347,,11.7,63.0971792,19.60851822,1
Switzerland,8282396,7.0215E+11,4.8,104.1841965,101.4737091,57.70735168,3.8,82.89756098,4.1898,100,4.712404478,31.68106715,44.60242685,135.5130156,,10.5,67.20934339,17.99733029,3
Syrian Arab Republic,17997411,16492072144,,,,42.67733002,17.8,69.908,,93.50961148,1.446874775,2.843108425,4.052033493,79.52406813,,24.95,62.95265963,3.991785928,3
Tajikistan,8454019,8271454301,,97.60878754,,26.58861923,32.9,70.137,,76.23949551,0.563045813,3.039123856,0.070972086,100.4136726,,32.115,61.21563591,2.944892068,0
Tanzania,51482638,47378599025,,84.67946625,27.14003944,4.010159969,41,63.111,,52.96379459,0.227066841,54.28990743,0.205894675,77.04656442,,37.866,52.77995591,2.537879133,0
Thailand,68714519,4.01296E+11,0.6,100.6508636,120.6511688,,9.3,76.091,0.4651,99.25917058,3.82859407,39.26676975,9.065043045,149.8111512,,10.836,71.42375065,10.60203135,0
Timor-Leste,1196294,1594410900,,128.213913,72.38722992,,43.2,68.459,0.6946,75.25010371,0.5099081,62.41425689,0.085931479,115.0770458,,29.32,56.12671382,4.38777165,1
Togo,7323162,4180866177,2.2,128.0440063,,11.5625,50.8,59.927,0.0493,63.63712635,0.248526524,22.50542379,0.902233708,66.2993479,,34.51,55.06132737,2.802547753,0
Tonga,100780,437006227.2,,116.3389664,100.8617935,,14.5,70.517,,98.54970535,1.091486406,12.43055556,2.438951787,72.92346772,,25.354,57.59815838,5.995177662,0
Trinidad and Tobago,1370332,24959858249,2.43,,,,17.6,72.941,2.6498,98.13617765,15.51448846,44.89083821,20.32520681,154.9537045,,14.007,69.65376173,9.667612426,1
Tunisia,11179951,45780069047,15.16,114.5549393,88.22575378,35.19113922,14.8,75.922,1.3108,94.8454551,2.653857785,4.473995881,5.133985853,130.5540392,,18.707,68.54499068,7.665008132,2
Turkey,78529413,8.64317E+11,10.24,103.027298,102.837738,,11.1,76.532,1.7988,96.25615912,4.47717596,28.10480361,12.10322874,93.77284502,,16.718,66.53134624,7.868864771,1
Turkmenistan,5565283,35799714286,,,,,36.2,67.704,,97.65894431,12.95172231,8.782159045,0.053905576,140.909175,,26.005,65.48120519,4.074668566,2
Uganda,38225447,32387183845,,102.6483994,,5.224750042,39.2,61.373,0.0954,47.84155836,0.127140436,12.68781169,0.211178662,52.89740582,,40.68,50.12964268,1.882834456,1
Ukraine,45154036,91030959455,9.14,,,,8.1,71.1895122,,93.65690669,4.227086146,16.67040688,11.64370424,142.0030379,,10.7,69.06664959,15.66941269,0
United Arab Emirates,9262896,3.58135E+11,,111.5427628,,,6.7,77.285,2.2111,99.97133247,20.94809226,4.467755562,13.32678751,193.7034838,,10.772,84.90274104,0.933368599,1
United Kingdom,65116219,2.95657E+12,5.3,101.9252701,124.5240021,56.45848846,3.8,80.95609756,2.7465,100.0000015,6.148544958,13.04096226,37.44769864,120.3319425,,11.9,64.46994818,17.97421008,2
United States,320738994,1.82383E+13,5.28,100.2999115,97.65254974,88.88941193,5.8,78.6902439,2.5781,99.44715776,15.53534211,33.89972254,31.85382022,119.1439209,,12.4,66.1333887,14.64288471,3
Uruguay,3412013,53274304222,7.49,111.0404816,112.1294785,59.6962204,7.6,77.369,,99.13139756,1.931411164,10.97017484,26.40476622,151.390984,,14.134,64.4317175,14.48305089,3
Uzbekistan,31298900,86196265192,5.2,99.93193054,91.84593964,8.224089622,20.3,70.928,,97.52857826,3.24388397,8.055997512,5.780186247,70.42874879,,23.5,67.58650956,4.058635563,2
Vanuatu,271128,730870581.7,,109.2918701,54.20476913,,24,69.869,,89.98817649,0.516361276,36.28383921,1.584848597,64.47755689,,30.814,57.20318666,3.72478147,1
"Venezuela, RB",30081827,,,100.9366684,91.02732086,,16.4,72.584,,94.57127501,5.780234026,52.92557111,8.608894758,96.71458807,,19.002,65.25471573,6.364885593,0
Vietnam,92677082,1.93241E+11,1.85,109.8869934,,29.07345963,17.2,75.11,0.7963,93.32806058,2.257300246,45.35059825,8.26268947,129.8315152,,17.259,70.3118126,6.658358535,1
"Yemen, Rep.",26497881,42445102387,,,,,43.4,66.085,,55.77886863,0.536269296,1.039831809,1.490684786,56.69113113,,32.197,56.51223764,2.79591329,1
Zambia,15879370,21251216799,,101.4604797,,,46.7,61.737,,61.33874628,0.319282188,61.54925409,0.147298119,72.78457238,,37.95,51.7587641,2.056720041,0
Zimbabwe,13814642,19963120600,,103.833992,,10.00654984,42.9,59.534,0.1815,64.95492911,0.89759836,45.6893628,1.187053232,92.34710538,,33.981,54.60345696,2.844195092,0
